no,gu,biz_type,project,jibun,stage_now,slug,cafe_id,bsns_pk,안전진단,안전진단_approx,정비구역지정,정비구역지정_approx,추진위,추진위_approx,조합설립,조합설립_approx,사업시행인가,사업시행인가_approx,관리처분,관리처분_approx,착공,착공_approx,준공,준공_approx
241,영등포구,가로주택정비,양평유성 가로주택정비사업,양평동6가 84,관리처분인가,yousung,560900001033U70,11560-900001033,,,,,,,,20210831,,,,,,,,
240,영등포구,재건축,초원아파트 재건축정비사업,여의도동 11-1,안전진단,chowon,560900001064Q65,11560-900001064,,,,,,,,,,,,,,,,
239,영등포구,재건축,서울아파트 재건축정비사업,여의도동 21-1,안전진단,seoull,560900001062J89,11560-900001062,,,,,,,,,,,,,,,,
238,영등포구,재건축,여의도 공작아파트 재건축정비사업,여의도동 21-2,조합설립인가,gongjak,560900001022t83,11560-900001022,,,,,,,,,,,,,,,,
237,영등포구,재건축,여의도 광장아파트 28주택재건축정비사업,여의도동 28,조합설립인가,kj2800,560900000693Z15,11560-900000693,20180302,,,,,,,20190605,,,,,,,,
236,영등포구,재건축,여의도 목화아파트 주택재건축정비사업조합,여의도동 30,조합설립인가,mokhwa,560100003001p11,11560-100003001,,,,,,20090316,,20220929,,,,,,,,
235,영등포구,재건축,삼부아파트 주택재건축정비사업조합설립추진위원회,여의도동 30-2,추진위원회승인,sb0804,560900000757q51,11560-900000757,,,,,,20200804,,,,,,,,,,
234,영등포구,재건축,여의도 수정아파트 주택재건축정비사업,여의도동 32,정비구역지정,soojung32,560900000661E33,11560-900000661,,,,,,,,,,,,,,,,
233,영등포구,재건축,미성아파트 주택재건축정비사업 조합설립추진위원회,여의도동 37,추진위원회승인,misung37,560900000041e66,11560-900000041,,,,,,20090916,,,,,,,,,,
232,영등포구,재건축,광장아파트 38-1 재건축정비사업조합,여의도동 38-1,조합설립인가,gwangjang38-1,560900001019Z15,11560-900001019,,,,,,20230119,,20240806,,,,,,,,
231,영등포구,재건축,장미아파트 재건축정비사업,여의도동 40,조합설립인가,jangmi,560900001058W09,11560-900001058,,,,,,,,20260521,,,,,,,,
230,영등포구,소규모재건축,여의도화랑아파트 소규모재건축사업,여의도동 40-4,조합설립인가,yeouidohwarang,560900001397q57,11560-900001397,,,,,,,,20251118,,,,,,,,
229,영등포구,재건축,여의도 대교아파트 재건축정비사업,여의도동 41,관리처분인가,daegyo,560900001016D39,11560-900001016,,,,,,20230227,,20240126,,20250828,,20260519,,,,
228,영등포구,재건축,여의도 한양아파트 재건축정비사업,여의도동 42,사업시행인가,yeouidohanyang01,560900000967s49,11560-900000967,,,,,,,,,,20251031,,,,,,
227,영등포구,재건축,75. 여의도 시범아파트주택재건축정비사업 조합설립추진위원회,여의도동 50,추진위원회승인,Rd564j6j,,,,,,,,,,,,,,,,,,
226,영등포구,재건축,여의도시범아파트주택재건축정비사업(신탁방식-한국자산신탁),여의도동 50,조합설립인가,ysbapt,560900000755x82,11560-900000755,,,,,,,,,,,,,,,,
225,영등포구,재건축,여의도 삼익아파트 재건축정비사업,여의도동 51,조합설립인가,samiik,560900001140c50,11560-900001140,,,,,,,,,,,,,,,,
224,영등포구,재건축,여의도 은하아파트 재건축정비사업,여의도동 52,조합설립인가,eunhaa1,560900001194L13,11560-900001194,,,,,,,,,,,,,,,,
223,영등포구,재건축,여의도 진주아파트 재건축정비사업,여의도동 54,조합설립인가,yeouijinju,560900001063T84,11560-900001063,,,,,,20250602,,20260604,,,,,,,,
222,영등포구,재개발(도시정비형),31. 영등포1-15 재정비촉진구역,영등포동2가 34-4,정비구역지정,ydp1-15,,,,,,,,,,,,,,,,,,
221,영등포구,재개발(도시정비형),33. 영등포1-17 재정비촉진구역,영등포동2가 34-75,정비구역지정,ydp1-17,,,,,,,,,,,,,,,,,,
220,영등포구,가로주택정비,영등포동2가 34-81 가로주택정비사업,영등포동2가 34-81,추진위원회승인,young34-81,,,,,,,,,,,,,,,,,,
219,영등포구,재개발(도시정비형),41. 영등포1-25 재정비촉진구역,영등포동2가 159,정비구역지정,ydp1-25,,,,,,,,,,,,,,,,,,
218,영등포구,재개발(도시정비형),40. 영등포1-24 재정비촉진구역,영등포동2가 170,정비구역지정,ydp1-24,,,,,,,,,,,,,,,,,,
217,영등포구,재개발(도시정비형),39. 영등포1-23 재정비촉진구역,영등포동2가 213,정비구역지정,ydp1-23,,,,,,,,,,,,,,,,,,
216,영등포구,재개발(도시정비형),36. 영등포1-20 재정비촉진구역,영등포동2가 256,정비구역지정,ydp1-20,,,,,,,,,,,,,,,,,,
215,영등포구,재개발(도시정비형),37. 영등포1-21 재정비촉진구역,영등포동2가 299,정비구역지정,ydp1-21,,,,,,,,,,,,,,,,,,
214,영등포구,재개발(도시정비형),38. 영등포1-22 재정비촉진구역,영등포동2가 328-11,정비구역지정,ydp1-22,,,,,,,,,,,,,,,,,,
213,영등포구,재개발(도시정비형),35. 영등포1-19 재정비촉진구역,영등포동2가 333,정비구역지정,ydp1-19,,,,,,,,,,,,,,,,,,
212,영등포구,가로주택정비,영등포동2가 439일대 가로주택정비사업,영등포동2가 439,조합해산,ydp439,560900001045X80,11560-900001045,,,,,,,,,,,,,,,,
211,영등포구,재개발(도시정비형),46. 영등포동4가 도시환경정비구역,영등포동4가 423,정비계획 수립,ydp4ga,,,,,,,,,,,,,,,,,,
210,영등포구,재개발(도시정비형),영등포 도심 역세권 도시정비형 재개발사업,영등포동4가 431-6,조합설립인가,ydpdosim,560900000862J90,11560-900000862,,,,,,20220809,,20230728,,,,,,,,
209,영등포구,재개발(도시정비형),34. 영등포1-18 재정비촉진구역,영등포동5가 6,정비구역지정,ydp1-18,,,,,,,,,,,,,,,,,,
208,영등포구,재개발(도시정비형),영등포1-12 재정비촉진구역 재개발정비사업 조합,영등포동5가 22-3,조합설립인가,ydp1-12,560900000513d74,11560-900000513,,,,,,20180614,,20191119,,,,,,,,
207,영등포구,재개발(도시정비형),영등포1-13재정비촉진구역 도시환경정비사업 조합,영등포동5가 32-8,분양,o7m6hv1r,560100004020t32,11560-100004020,,,,,,20080613,,20100428,,20191230,,20210712,,,,
206,영등포구,재개발(도시정비형),30. 영등포1-14 재정비촉진구역,영등포동5가 34-16,정비구역지정,ydp1-14,560900000514h59,11560-900000514,,,,,,,,,,,,,,,,
205,영등포구,재개발(도시정비형),32. 영등포1-16 재정비촉진구역,영등포동5가 34-46,정비구역지정,ydp1-16,,,,,,,,,,,,,,,,,,
204,영등포구,재개발(도시정비형),24. 영등포1-8 재정비촉진구역,영등포동5가 38-3,정비구역지정,ydp1-8,,,,,,,,,,,,,,,,,,
203,영등포구,재개발(도시정비형),21. 영등포1-5 재정비촉진구역,영등포동5가 46-4,정비구역지정,ydp1-5,,,,,,,,,,,,,,,,,,
202,영등포구,재개발(도시정비형),23. 영등포1-7 재정비촉진구역,영등포동5가 49-1,정비구역지정,ydp1-7,,,,,,,,,,,,,,,,,,
201,영등포구,재개발(도시정비형),22. 영등포1-6 재정비촉진구역,영등포동5가 64,정비구역지정,ydp1-6,,,,,,,,,,,,,,,,,,
200,영등포구,재개발(도시정비형),25. 영등포1-9 재정비촉진구역,영등포동5가 81-1,정비구역지정,ydp1-9,,,,,,,,,,,,,,,,,,
199,영등포구,재개발(도시정비형),26. 영등포1-10 재정비촉진구역,영등포동5가 100,정비구역지정,ydp1-10,,,,,,,,,,,,,,,,,,
198,영등포구,재개발(도시정비형),영등포1-11재정비촉진구역 도시환경정비사업조합,영등포동5가 30,사업시행인가,S6ywjCGQ,560100004011u92,11560-100004011,,,,,,20100217,,20201126,,20250514,,,,,,
197,영등포구,가로주택정비,영등포동7가 64-3 가로주택정비사업,영등포동7가 64-3,추진위원회승인,young7,,,,,,,,,,,,,,,,,,
196,영등포구,재개발(도시정비형),영등포1-2재정비촉진구역 도시환경정비사업 조합,영등포동7가 76-5,사업시행인가,GAUELxBy,560100004012S25,11560-100004012,,,,,,20080205,,20080408,,,,,,,,
195,영등포구,재개발(도시정비형),17. 영등포1-1 재정비촉진구역,영등포동7가 105-7,정비구역지정,ydp1-1,,,,,,,,,,,,,,,,,,
194,영등포구,재개발(도시정비형),영등포1-4재정비촉진구역 도시환경정비사업조합,영등포동7가 145-8,조합청산,jFgI49d9,560100004014b58,11560-100004014,,,,,,20050922,,20060405,,20110210,,20121231,20141007,,20170830,
193,용산구,재개발(도시정비형),숙대입구역세권 장기전세주택 도시정비형 재개발사업,갈월동 52-6,조합설립인가,SookDae-station,170900001469e92,11170-900001469,,,,,,,,,,,,,,,,
192,용산구,재개발(도시정비형),남영동 업무지구 제2구역 도시정비형 재개발사업 조합,갈월동 92,조합설립인가,namyeong2,170900000972J70,11170-900000972,,,,,,20221019,,20230414,,,,,,,,
191,용산구,재개발(주택정비형),한남5재정비촉진구역 주택재개발정비사업 조합,동빙고동 60,사업시행인가,ob2n757B,170900000102I07,11170-900000102,,,,,,20100615,,20120822,,,,,,,,
190,용산구,재개발(도시정비형),동자동 제4구역 도시환경정비사업조합,동자동 36-17,조합청산,dongja4,170100003003O97,11170-100003003,,,,,,20050531,,20070613,,20070920,,,20090731,,,
189,용산구,재개발(주택정비형),한남4재정비촉진구역 주택재개발정비사업 조합,보광동 360,사업시행인가,hannam4,170900000101o44,11170-900000101,,,,,,20100929,,20150106,,20251114,,,,,,
188,용산구,재개발(주택정비형),한남2재정비촉진구역 주택재개발정비사업 조합,보광동 272-3,관리처분인가,iw14v164,170900000099z34,11170-900000099,,,,,,20100628,,20120601,,20211126,,20250725,,,,
187,용산구,재개발(주택정비형),서계 통합구역 주택정비형재개발 사업(신속통합기획),서계동 33-5,조합설립인가,seogye33,170900001142Q95,11170-900001142,,,,,,20251128,,,,,,,,,,
186,용산구,가로주택정비,서계동116번지 가로주택정비사업조합,서계동 116,조합설립인가,seogye116,170900000837A91,11170-900000837,,,,20240701,,,,20210625,,,,,,,,
185,용산구,재건축,신동아아파트재건축정비사업조합,서빙고동 241-21,조합설립인가,sindonga85,170900000657r01,11170-900000657,,,,,,20171013,,20210107,,,,,,,,
184,용산구,가로주택정비,신창동 76-1번지 일대 가로주택정비사업조합,신창동 76-1,조합설립인가,hkhkhk,170900001315p91,11170-900001315,,,,,,,,20250401,,,,,,,,
183,용산구,재개발(도시정비형),원효로1가 역세권 장기전세주택 도시정비형 재개발사업,원효로1가 82-1,추진위원회승인,Wonhyoro1-station,170900001254H76,11170-900001254,,,,20260319,,20260327,,,,,,,,,,
182,용산구,가로주택정비,원효로4가 30-1 일원 가로주택정비사업,원효로4가 30-1,조합설립인가,wonhyoro4ga,170900001394K36,11170-900001394,,,,,,,,20241203,,,,,,,,
181,용산구,소규모재건축,풍전아파트소규모재건축정비사업조합,원효로4가 109-4,조합설립인가,pjapt2022,,,,,,,,,,,,,,,,,,
180,용산구,재건축,산호아파트 주택재건축 정비사업조합,원효로4가 118-16,관리처분인가,sanhoAPT,170100005001X71,11170-100005001,,,,,,20050310,,20170831,,20240329,,20260810,,,,
179,용산구,재건축,강변강서아파트 주택재건축 정비사업조합,이촌동 193-3,조합설립인가,gangbyeongangseo,170900000734r04,11170-900000734,,,,,,,,20211029,,,,,,,,
178,용산구,재건축,이촌동제1구역 주택재건축정비사업 조합설립추진위원회,이촌동 203-75,추진위원회승인,ichondong1,170900000632t21,11170-900000632,,,,,,20150123,,,,,,,,,,
177,용산구,재건축,중산아파트 주택재건축정비사업 조합설립추진위원회,이촌동 211-2,추진위원회승인,joongsan-apt,170900000687M01,11170-900000687,,,,,,20171109,,,,,,,,,,
176,용산구,리모델링,점보아파트 리모델링주택조합,이촌동 300-10,,jumbapt,170900000920Q13,11170-900000920,,,,,,,,,,,,,,,,
175,용산구,재건축,왕궁아파트 주택재건축 정비사업조합,이촌동 300-11,조합설립인가,VDv18hVZ,170100005010j77,11170-100005010,,,,,,20060410,,20081210,,,,,,,,
174,용산구,재건축,한강맨션아파트 주택재건축 조합,이촌동 300-23,관리처분인가,x16mPjJ3,170100005000c06,11170-100005000,,,,,,20031226,,20170605,,20210916,,20221129,,,,
173,용산구,재건축,한강삼익아파트 주택재건축정비사업 조합,이촌동 300-301,사업시행인가,P2osCmVQ,170100005005K76,11170-100005005,,,,,,,,20030510,,20200529,,,,,,
172,용산구,리모델링,미주아파트비동 리모델링주택조합,이촌동 302-48,안전진단(1차),mjbr50,170900000922g81,11170-900000922,,,,,,,,,,,,,,,,
171,용산구,리모델링,강촌아파트 리모델링주택조합,이촌동 402,사업계획승인(리모델링 허가),gangchon1001,170900000921V97,11170-900000921,,,,,,,,,,,,,,,,
170,용산구,재건축,청화아파트주택재건축정비사업조합설립추진위원회,이태원동 22-2,추진위원회승인,ku3JHxDr,170900000111l96,11170-900000111,,,,,,20091230,,,,,,,,,,
169,용산구,재개발(도시정비형),서울역세권(청파동1가 46번지 일대) 도시정비형 재개발정비사업,청파동1가 46,추진위원회승인,cheongpa-station,170900001252X51,11170-900001252,,,,,,20260424,,,,,,,,,,
168,용산구,재개발(주택정비형),청파2구역 주택정비형 재개발사업 정비사업조합,청파동1가 89-18,조합설립인가,cheongpa2,170900000973k24,11170-900000973,,,,,,,,20260623,,,,,,,,
167,용산구,재개발(주택정비형),청파제1구역 재개발정비사업조합,청파동2가 11-1,조합설립인가,cp1apt,170100003006Y71,11170-100003006,,,,20200911,,20050812,,20230217,,,,,,,,
166,용산구,재개발(도시정비형),한강로구역 도시환경정비사업조합,한강로1가 158,조합설립인가,han158,170900000172h61,11170-900000172,,,,,,20120510,,20121018,,,,,,,,
165,용산구,재개발(도시정비형),한강로1가 도시정비형 재개발정비사업,한강로1가 231-30,추진위원회승인,samgak-mansion,170900001257t08,11170-900001257,,,,,,20260403,,,,,,,,,,
164,용산구,재개발(도시정비형),신용산역북측 제1구역 도시환경정비사업조합,한강로2가 2-116,사업시행인가,sinyongsan1,170900000619q14,11170-900000619,,,,,,20160511,,20170712,,20231201,,,,,,
163,용산구,재개발(도시정비형),신용산역북측제2구역 도시정비형재개발정비사업조합,한강로2가 2-138,사업시행인가,sinyongsan2,170900000674h17,11170-900000674,,,,,,20171017,,20180706,,20201210,,,,,,
162,용산구,재개발(도시정비형),국제빌딩주변 제5구역 도시환경정비사업조합,한강로2가 210-1,준공인가,youngsan5,170900000049I34,11170-900000049,,,,,,20090828,,20110617,,20160325,,20191210,,,,
161,용산구,재개발(도시정비형),용산역전면 제3구역 도시환경정비사업조합,한강로2가 342,이전고시,x690Lg50,170100004001U48,11170-100004001,,,,,,20060627,,20061215,,20070919,,20081117,20120921,,20170531,
160,용산구,재개발(도시정비형),정비창전면 제3구역 도시정비형 재개발 정비사업 조합,한강로3가 40-19,조합설립인가,jbcfront3,170900000831O55,11170-900000831,,,,20100728,,20210510,,20220810,,,,,,,,
159,용산구,재개발(도시정비형),정비창전면 제1구역 재개발 정비사업조합,한강로3가 40-641,조합설립인가,jbc641,170900000695K71,11170-900000695,,,,,,20181121,,20210830,,,,,,,,
158,용산구,재개발(도시정비형),용산역전면 제1-2구역 재개발사업 조합설립추진위원회,한강로3가 40-712,추진위원회승인,yongsan12,170900000709D54,11170-900000709,,,,,,,,,,,,,,,,
157,용산구,재개발(도시정비형),빗물펌프장구역 도시정비형 재개발사업,한강로3가 40-881,정비계획 수립,RainwaterPumping,170900001256C25,11170-900001256,,,,,,,,,,,,,,,,
156,용산구,재개발(도시정비형),국제빌딩주변 제4구역 도시환경정비사업조합,한강로3가 63-70,이전고시,F3966NJ2,170100004005B96,11170-100004005,,,,,,20060420,,20061012,,20070531,,20080530,20161222,,20200820,
155,용산구,재개발(도시정비형),이촌역 역세권 장기전세주택 도시정비형 재개발사업,한강로3가 65-342,정비계획 수립,ichon-station,170900001253a98,11170-900001253,,,,,,,,,,,,,,,,
154,용산구,재건축,한양철우아파트 주택재건축 정비사업조합,한강로3가 65-500,조합설립인가,kS2r3HUz,,,,,,,,,,,,,,,,,,
153,용산구,재개발(도시정비형),용산역전면 제2구역 도시환경정비사업조합,한강로3가 391,이전고시,EZj5uOwy,170100004002Z61,11170-100004002,,,,,,20060627,,20061213,,20070917,,20080627,20140226,,20170731,
152,용산구,가로주택정비,한남동 한성아파트 가로주택정비사업,한남동 29-4,조합설립인가,hsapt294,170900001154B25,11170-900001154,,,,,,,,20230321,,,,,,,,
151,용산구,재개발(주택정비형),한남 제3재정비촉진구역 주택재개발정비사업 조합,한남동 686,철거,HIZF6k01,170900000100e11,11170-900000100,,,,,,20100811,,20120904,,20190329,,20230623,,,,
150,용산구,재건축,한남연립 729번지 주택재건축 정비사업조합,한남동 729,조합청산,nYG7ub9E,,,,,,,,,,,,,,,,,,
149,용산구,재개발(주택정비형),효창제6구역주택재개발정비사업조합,효창동 3-250,조합해산,b7VD2ARd,170100003005z43,11170-100003005,,,,,,20071026,,20100812,,20161020,,20171214,20191119,,20220328,
148,용산구,재개발(도시정비형),효창공원앞역역세권 도시정비형 재개발정비사업,효창동 5-307,추진위원회승인,Hyochang-station,170900001255U71,11170-900001255,,,,,,20260403,,,,,,,,,,
147,용산구,재개발(주택정비형),효창제5구역 주택재개발정비사업조합,효창동 13-2,조합청산,hyochang5,170100004003W14,11170-100004003,,,,,,20050829,,20090811,,20130913,,20150610,20161025,,20190429,
146,용산구,재개발(주택정비형),동후암1구역 주택재개발정비사업 조합설립추진위원회,후암동 30-2,추진위원회승인,donghuam1,170900001495q01,11170-900001495,,,,,,20260605,,,,,,,,,,
145,용산구,재건축,후암동제1구역 주택재건축정비사업 조합설립추진위원회,후암동 142-4,추진위원회승인,huam01,170100005004w12,11170-100005004,,,,,,20070423,,,,,,,,,,
144,용산구,재개발(주택정비형),동후암3구역 주택정비형 재개발사업,후암동 264-11,추진위원회승인,donghuam3,170900001516z28,11170-900001516,,,,,,20260629,,,,,,,,,,
143,은평구,재개발(주택정비형),갈현제2구역 주택정비형 재개발사업,갈현동 12-248,정비구역지정,galhyeon248,380900001444r70,11380-900001444,,,,,,,,,,,,,,,,
142,은평구,가로주택정비,갈현동 이화연립일원 가로주택정비사업,갈현동 259-7,사업시행인가,galhyun-ihwa,380900000892X95,11380-900000892,,,,,,,,20220128,,20260723,,,,,,
141,은평구,재개발(주택정비형),갈현제1구역 주택재개발정비사업조합,갈현동 300,착공,galhyeon1,380100001052O11,11380-100001052,,,,,,20050204,,20151202,,20190131,,20220506,20251201,,,
140,은평구,재개발(주택정비형),녹번제1구역3지구주택재개발정비사업조합,녹번동 4,조합청산,WzDDxC09,380100001049R54,11380-100001049,,,,,,20071108,,20080929,,,,,20121122,,,
139,은평구,재개발(주택정비형),녹번제1구역제2지구 주택재개발정비사업조합,녹번동 19,조합해산,nokbun2,380100001048R57,11380-100001048,,,,,,20071029,,20090612,,20110518,,20141127,20151208,,20181227,
138,은평구,재개발(주택정비형),녹번제1구역제1지구주택재개발정비사업조합,녹번동 53,조합청산,nokbun1,380100001047k69,11380-100001047,,,,,,20071008,,20080410,,20120720,,20131008,20160229,,20181010,
137,은평구,재개발(도시정비형),불광역세권(녹번동) 장기전세주택 건립사업,녹번동 125-1,정비계획 수립,nubulddy,380900001377F83,11380-900001377,,,,,,,,,,,,,,,,
136,은평구,재개발(도시정비형),불광역세권(녹번동) 장기전세주택 도시정비형 재개발사업,녹번동 125-1,추진위원회승인,BulgwangStation,380900001553a89,11380-900001553,,,,,,,,,,,,,,,,
135,은평구,재개발(도시정비형),[임시]역촌역세권(녹번동) 장기전세주택 도시정비형재개발사업,녹번동 150-5,정비계획 수립,mainPage,380900001501F40,11380-900001501,,,,,,,,,,,,,,,,
134,은평구,재개발(도시정비형),역촌역세권(대조동) 장기전세주택 도시정비형재개발사업,대조동 59-1,조합설립인가,daejo59-1,380900001264D66,11380-900001264,,,,,,20250324,,20251117,,,,,,,,
133,은평구,재개발(주택정비형),대조제1구역주택재개발정비사업조합,대조동 88,착공,eowhehd1,380100001045A59,11380-100001045,,,,,,20050427,,20111201,,20170126,,20190523,20220921,,,
132,은평구,가로주택정비,대조동 A3구역 가로주택정비사업,대조동 91-100,조합설립인가,daejoa3,380900001330r41,11380-900001330,,,,,,,,20250624,,,,,,,,
131,은평구,가로주택정비,대조동 A2구역 가로주택정비사업,대조동 92-5,조합설립인가,dayun0807,380900001231S07,11380-900001231,,,,,,,,20240731,,,,,,,,
130,은평구,재개발(주택정비형),불광동 16-111 일대,불광동 16-111,정비계획 수립,suri16111,380900001395N32,11380-900001395,,,,,,,,,,,,,,,,
129,은평구,재개발(주택정비형),불광제3구역주택재개발정비사업조합,불광동 17,조합청산,O95iGDl8,380100001033D97,11380-100001033,,,,,,20040304,,20040811,,,,,,,20100825,
128,은평구,재건축,불광1주택재건축정비사업(신탁방식),불광동 19-3,사업시행인가,bulgwang1,380900000759L70,11380-900000759,,,,,,,,,,,,,,,,
127,은평구,재개발(도시정비형),독바위역세권 도시정비형 재개발사업,불광동 227-7,사업시행인가,dokbawee,380900001091y97,11380-900001091,,,,,,,,,,20260422,,,,,,
126,은평구,재개발(주택정비형),불광제5 주택재개발정비사업 조합,불광동 238,관리처분인가,Bulkwang5,380100001036U35,11380-100001036,,,,,,20050206,,20101119,,20210923,,20241128,,,,
125,은평구,재건축,불광미성아파트 주택재건축정비사업,불광동 248,추진위원회승인,BulgwangMiseong,380900001416s36,11380-900001416,,,,,,20260519,,,,,,,,,,
124,은평구,재개발(주택정비형),공공주택복합사업 조합(임시),불광동 329-13,정비계획 수립,rhdrhd,380900000817d03,11380-900000817,,,,,,,,,,,,,,,,
123,은평구,재개발(주택정비형),불광8 주택정비형 재개발사업,불광동 600,조합설립인가,bulgwang,380900001024p11,11380-900001024,,,,,,,,,,,,,,,,
122,은평구,재개발(주택정비형),수색8재정비촉진구역 주택재개발 정비사업조합,수색동 16-2,관리처분인가,BD96w0O2,380100001065t49,11380-100001065,,,,,,20041213,,20090525,,20180711,,20230126,,,,
121,은평구,재개발(도시정비형),수색11재정비촉진구역,수색동 32-13,정비구역지정,susaek11,,,,,,,,,,,,,,,,,,
120,은평구,재개발(주택정비형),수색7재정비촉진구역 주택재개발정비사업조합,수색동 189,이전고시,suseak7,380100001059J06,11380-100001059,,,,,,20080627,,20100323,,20150521,,20180307,20200720,,,
119,은평구,재개발(주택정비형),수색4재정비촉진구역 주택재개발 정비사업 조합,수색동 330-1,조합해산,susaek4,380100001057S26,11380-100001057,,,,,,20080702,,20081230,,20130926,,20150506,20170428,,20200630,
118,은평구,재개발(도시정비형),수색1재정비촉진구역 도시환경정비사업 조합,수색동 366-6,조합설립인가,LQrYIDeJ,,,,,,,,,,,,,,,,,,
117,은평구,재건축,신사1 주택재건축정비사업 조합,신사동 170-12,착공,OR11vuB1,380900000018f00,11380-900000018,,,,,,20061228,,20120720,,20150409,,20210916,20230427,,,
116,은평구,재개발(주택정비형),"(임시)신사동200,237번지 일대",신사동 200,정비계획 수립,sinsadong,380900001158S24,11380-900001158,,,,,,,,,,,,,,,,
115,은평구,재개발(주택정비형),신사동200번지 일대 주택정비형 재개발사업,신사동 200,정비구역지정,sinsadong200,380900001421b96,11380-900001421,,,,,,,,,,,,,,,,
114,은평구,재개발(주택정비형),신사동237번지 일대 주택정비형 재개발사업,신사동 237,조합설립인가,sinsadong237,380900001412V13,11380-900001412,,,,,,,,,,,,,,,,
113,은평구,소규모재건축,성락타운아파트소규모재건축사업,신사동 261-20,조합설립인가,sungrak2203,380900000927t01,11380-900000927,,,,,,,,20220401,,,,,,,,
112,은평구,재개발(도시정비형),새절역세권(신사동) 장기전세주택 건립사업,신사동 338-41,정비계획 수립,saejeol1,380900001225A56,11380-900001225,,,,,,,,,,,,,,,,
111,은평구,재개발(도시정비형),구산역세권(역촌동) 장기전세주택 건립사업,역촌동 13-1,정비계획 수립,gusanyeokchon,380900001281p77,11380-900001281,,,,,,,,,,,,,,,,
110,은평구,재개발(도시정비형),역촌역세권(역촌동) 장기전세주택 도시정비형 재개발사업(임시),역촌동 14-70,정비계획 수립,yeokchon,380900001458n38,11380-900001458,,,,,,,,,,,,,,,,
109,은평구,재건축,역촌1구역 주택재건축정비사업조합,역촌동 189,분양,yeokchon1,380100000035J63,11380-100000035,,,,,,20070920,,20080123,,,,20151110,20210615,,,
108,은평구,재개발(주택정비형),응암제1구역 주택재개발정비사업조합,응암동 8,조합청산,eeungam1,380100001035Y33,11380-100001035,,,,,,20041105,,20090225,,,,20161013,20180831,,,
107,은평구,재개발(주택정비형),응암제2구역 주택재개발정비사업 조합,응암동 36,조합청산,eungam2,380100001032L07,11380-100001032,,,,,,20041111,,20090915,,20141030,,20151119,20170727,,20200519,
106,은평구,재개발(주택정비형),응암동 101번지 일대 주택정비형 공공재개발,응암동 101,조합설립인가,eungam101,380900001505N19,11380-900001505,,,,,,,,20260521,,,,,,,,
105,은평구,재개발(주택정비형),응암제3구역주택재개발정비사업조합,응암동 171,조합해산,ppphc1948,,,,,,,,,,,,,,,,,,
104,은평구,재건축,응암제4구역 주택재건축정비사업조합,응암동 225-1,조합청산,COhbMgMF,380900000017q70,11380-900000017,,,,,,20060525,,20130311,,20140404,,20180205,20190520,,20211104,
103,은평구,재개발(주택정비형),응암제10구역주택재개발정비사업조합,응암동 419,조합청산,eungam10,380100000037c92,11380-100000037,,,,,,20050128,,20070918,,20091001,,20150917,20170331,,20190829,
102,은평구,재개발(주택정비형),응암제11구역 주택재개발정비사업조합,응암동 455,조합청산,zCk93282,380100001053W13,11380-100001053,,,,,,20051122,,20100622,,20150409,,20160225,20170919,,20200318,
101,은평구,재건축,응암3 주택재건축정비사업조합,응암동 626-108,조합해산,e3092760,380900000048I25,11380-900000048,,,,,,20070308,,20100504,,,,20150120,20160615,,20190225,
100,은평구,재개발(주택정비형),응암제9구역주택재개발정비사업조합,응암동 663,조합해산,eungam9,,,,,,,,,,,,,,,,,,
99,은평구,재개발(주택정비형),응암동 675번지 일대,응암동 675,정비계획 수립,eungam675,,,,,,,,,,,,,,,,,,
98,은평구,재개발(주택정비형),응암3동 재개발 연계형 도시재생활성화사업,응암동 700,정비계획 수립,dmddka3,380900000947U25,11380-900000947,,,,,,,,,,,,,,,,
97,은평구,재개발(주택정비형),응암3동 재개발 연계형 도시재생활성화사업(A구역),응암동 700,정비계획 수립,eungama,380900001103z65,11380-900001103,,,,,,,,,,,,,,,,
96,은평구,재개발(주택정비형),응암동 700번지 일대 주택정비형 재개발사업,응암동 700,추진위원회승인,eungam700,380900001369L62,11380-900001369,,,,,,20251222,,,,,,,,,,
95,은평구,재개발(주택정비형),응암동 755번지 일대 주택정비형 재개발사업,응암동 755,정비구역지정,eungam755,380900001401b87,11380-900001401,,,,,,,,,,,,,,,,
94,은평구,재개발(주택정비형),응암3동 재개발 연계형 도시재생활성화사업(B구역),응암동 755,정비계획 수립,eungamb,380900001104i21,11380-900001104,,,,,,,,,,,,,,,,
93,은평구,재개발(주택정비형),증산2재정비촉진구역 주택재개발정비사업 조합,증산동 213-20,조합해산,js2newtown,380100001069E82,11380-100001069,,,,,,20080804,,20090728,,20141211,,20170113,20181101,,20220331,
92,은평구,재개발(주택정비형),증산5재정비촉진구역 주택재개발정비사업 조합,증산동 195,관리처분인가,jeungsan5,380900000142J19,11380-900000142,,,,,,20111007,,20120320,,20130613,,20230926,,,,
91,종로구,재개발(도시정비형),돈의문1구역도시환경정비사업조합,교남동 62-1,조합해산,Mm8IZX24,110100003002W13,11110-100003002,,,,,,20050523,,20061206,,20100914,,20120404,20141027,,20170224,
90,종로구,재개발(도시정비형),내자동 도시환경정비사업 조합설립추진위원회,내자동 81,추진위원회승인,naeja21,,,,,,,,,,,,,,,,,,
89,종로구,재건축,무악연립제2주택재건축정비사업조합,무악동 71-1,조합청산,muak2as,110100002009n02,11110-100002009,,,,,,,,20021224,,,,,20121130,,,
