complex_id,band,name,lawd_cd,price_now,pred_log5y,base_factor,bear_factor,bull_factor,market_scenario_log,tier,emd_lead_months,market_scenario_note,dist_center_km,model,status
483,84,부평 동아아파트2단지,28237,542900000,0.0934,1.2591,1.1198,1.4659,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",11.87,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
502,59,부평신일해피트리더루츠아파트,28237,541400000,-0.1027,1.0352,0.9207,1.2062,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.65,D-jm-m3|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
502,74,부평신일해피트리더루츠아파트,28237,601500000,-0.0695,1.0663,0.9446,1.2544,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.65,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
502,84,부평신일해피트리더루츠아파트,28237,682300000,-0.1102,1.0273,0.9136,1.196,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.65,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
464,59,부평역 해링턴플레이스,28237,567000000,-0.0502,1.087,0.9629,1.2788,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.69,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
464,74,부평역 해링턴플레이스,28237,624700000,-0.0307,1.1084,0.9819,1.304,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.69,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
464,84,부평역 해링턴플레이스,28237,720500000,-0.049,1.0884,0.9641,1.2804,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.69,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
519,74,부평현대1단지,28237,320000000,-0.0049,1.1413,1.015,1.3287,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.93,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
519,84,부평현대1단지,28237,378700000,-0.0234,1.1204,0.9964,1.3044,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.93,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
518,59,산곡 한화2차 아파트,28237,350400000,-0.0442,1.0973,0.9759,1.2775,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.26,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
518,84,산곡 한화2차 아파트,28237,450800000,-0.0528,1.0879,0.9675,1.2665,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.26,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
568,59,삼산타운1단지아파트,28237,423000000,-0.0059,1.1401,1.014,1.3274,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",9.91,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
567,84,삼산타운2단지아파트,28237,538100000,0.008,1.1561,1.0281,1.3459,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",9.24,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
566,84,삼산타운7단지,28237,662100000,-0.0006,1.1463,1.0194,1.3345,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",9.77,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
395,74,서창센트럴푸르지오아파트,28200,469700000,-0.0714,1.0642,0.9427,1.2519,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.1,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
395,84,서창센트럴푸르지오아파트,28200,530500000,-0.0664,1.0696,0.9475,1.2583,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.1,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
241,74,송도 SK VIEW 아파트,28185,643000000,-0.0694,1.07,0.9516,1.2458,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",22.89,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
241,84,송도 SK VIEW 아파트,28185,717000000,-0.0314,1.1115,0.9885,1.294,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",22.89,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
239,74,송도 오션파크 베르디움,28185,590500000,-0.0722,1.067,0.9489,1.2422,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",23.58,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
239,84,송도 오션파크 베르디움,28185,619200000,-0.0903,1.0479,0.9319,1.2199,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",23.58,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
195,74,송도 파크레인 동일하이빌아파트,28185,477300000,-0.1629,0.9745,0.8666,1.1345,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.01,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
195,84,송도 파크레인 동일하이빌아파트,28185,501200000,-0.1453,0.9918,0.8821,1.1547,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.01,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
263,84,송도 풍림아이원1단지아파트,28185,578800000,-0.0576,1.0827,0.9629,1.2605,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.52,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
284,84,송도글로벌캠퍼스푸르지오,28185,740300000,-0.102,1.0357,0.9211,1.2058,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.98,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
247,74,송도글로벌파크베르디움,28185,847000000,-0.1094,1.0281,0.9143,1.1969,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.71,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
247,84,송도글로벌파크베르디움,28185,935300000,-0.0924,1.0456,0.9299,1.2174,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.71,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
285,84,송도더샵그린스퀘어,28185,779800000,-0.092,1.0461,0.9303,1.2179,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.98,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
246,59,송도더샵센트럴시티아파트,28185,670500000,-0.0847,1.0537,0.9371,1.2268,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.93,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
246,74,송도더샵센트럴시티아파트,28185,755200000,-0.0733,1.0658,0.9479,1.2409,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.93,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
246,84,송도더샵센트럴시티아파트,28185,864800000,-0.0846,1.0539,0.9373,1.227,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.93,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
294,84,송도더샵퍼스트월드,28185,789600000,-0.0564,1.084,0.9641,1.2621,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",21.2,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
237,84,송도랜드마크시티센트럴더샵아파트,28185,631100000,-0.0837,1.0548,0.9381,1.228,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",23.23,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
252,59,송도에듀포레 푸르지오아파트,28185,599200000,-0.1015,1.0362,0.9215,1.2064,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.29,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
252,74,송도에듀포레 푸르지오아파트,28185,695050000,-0.0839,1.0546,0.9379,1.2278,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.29,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
252,84,송도에듀포레 푸르지오아파트,28185,787200000,-0.0687,1.0707,0.9522,1.2466,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.29,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
224,84,송도자이 더 스타,28185,994000000,-0.128,1.0057,0.8909,1.1831,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",24.11,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
228,84,송도자이크리스탈오션,28185,1104000000,-0.1376,0.996,0.8824,1.1718,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",24.19,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
283,84,송도캐슬&해모로,28185,619450000,-0.1081,1.0294,0.9154,1.1984,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",18.85,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
193,74,송도파크자이,28185,491500000,-0.1718,0.9658,0.859,1.1245,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.02,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
193,84,송도파크자이,28185,526000000,-0.1654,0.972,0.8645,1.1317,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.02,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
786,59,송림 풍림아이원아파트,28125,245350000,-0.1688,0.9655,0.8553,1.1358,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",18.06,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
786,84,송림 풍림아이원아파트,28125,323600000,-0.1625,0.9716,0.8607,1.143,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",18.06,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
790,59,송림휴먼시아1단지,28125,235750000,-0.1657,0.9685,0.858,1.1394,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",17.76,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
790,84,송림휴먼시아1단지,28125,314800000,-0.1616,0.9724,0.8615,1.144,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",17.76,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
41,59,시티오씨엘 1단지,28177,541000000,-0.1292,1.0045,0.8899,1.1817,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.92,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
41,74,시티오씨엘 1단지,28177,598500000,-0.1222,1.0115,0.8961,1.19,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.92,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
41,84,시티오씨엘 1단지,28177,658000000,-0.1257,1.008,0.893,1.1859,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.92,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
208,84,연수1차 현대 아파트,28185,499800000,-0.0902,1.048,0.932,1.2201,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",18.47,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
207,84,연수2차 한양 아파트,28185,425200000,-0.0914,1.0467,0.9309,1.2186,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",18.47,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
196,74,연수서해그랑블1단지아파트,28185,453200000,-0.1673,0.9702,0.8628,1.1295,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",19.3,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
196,84,연수서해그랑블1단지아파트,28185,526500000,-0.1474,0.9897,0.8802,1.1523,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",19.3,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
134,84,옥련럭키송도,28185,285400000,-0.1187,1.0185,0.9058,1.1857,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",21.44,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
137,59,옥련현대2차,28185,273500000,-0.1257,1.0115,0.8995,1.1776,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",21.13,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
137,84,옥련현대2차,28185,368900000,-0.1289,1.0082,0.8966,1.1738,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",21.13,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
136,59,옥련현대4차,28185,264950000,-0.1062,1.0313,0.9172,1.2007,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.72,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
136,84,옥련현대4차,28185,344100000,-0.0761,1.0629,0.9453,1.2374,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.72,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
26,74,용현금호타운,28177,267500000,-0.1182,1.019,0.9063,1.1864,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",20.79,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
